message,genre,related
flood affected valid pakistan nationality cardwe requesting helpplease help u villag city kachipul distkamber shahdad kot taluka qubo plz vist kachipul city,direct,1
flood effected register pakistani nationalitywe requesting help please help u something location villag city kachipul distkamber shahdad kot taluka qubo plz vist kachipul city,direct,1
khairpur nathan shah city location khairpur nathan shas,direct,1
kot addu one affacted area recent flood,direct,1
village addu one affacted area recent flood,direct,1
kot addu medicine crucial requirement food,direct,1
medicine crucial requirement food kot addu,direct,1
neither got ration tent till date winter also approaching,direct,1
received help till date sitting open sky please help,direct,1
lost house mjavid bannu road near pusha pul rehman road dikhan also received countrycard poor state,direct,1
mjavid bannu road near pusha pul rehman road dikhan house destroyed havent got watan card totally without shelter anything,direct,1
district layyah requesting u sister home destroyed flood problem never got watan card never got relied government,direct,1
district layyahmy sister house ruined due floodplease help u big trouble watan debit card still,direct,1
sending sm layah district sister whose house got destroyed flood problem face hasnt got watan cardor financial aid government child,direct,1
die horrible coldmyselfmy daughtermy old mother livestock die please help u rajanpur district jampur taluk moza kot taher sakna jiwan wala,direct,1
survive chilling winter hopefully dead child aged mother cattle please helpdistrict rajanpur,direct,1
house destroyed flood cannot build trouble child family,direct,1
house destroyed flood possible rebuild real difficulty three small child member house also distressed,direct,1
house broken due floodsit cannot repaired againme family trouble kid also trouble,direct,1
house collapsed flood unable make grave difficulty three little daughter rest home member,direct,1
happy eid family sir want request please visit city send representative know circumstance sir thousand people receive income support govt,direct,1
apeal pir taqi mohammad village pir ali raza keenjar subdistrict sujawal district thatta sir need fresh water drink blanket warm dress crockery iron bed please arrange,direct,1
apeal pir ab wahid village pir pir dino uc kenjar taluka sujawal distt thatta sir need clean drinking waterblanketwarm clothingor croks iron bed,direct,1
asalam alikum mera name asmaile khan hai aur peshawer davison distric charssada tahsil shabqadar ka rehne wala ho selab nay mere kamre tabah kardie hai pehle darkhwast de ti lekn abi tak goverment ke tarap se koi imdad nahi mela hai mahrabani,direct,1
water come office,direct,0
ayaz ahmed dist rajanpur tahsil jampur city muhmmedpur,direct,1
daughter fallen ill extreme cold please help constructing roomabdul jamil chah dhory wala near chakar dari kot adu,direct,1
bad situation shikarpur surroundings,direct,1
min basti hamed pur tehsil district rahim yar khan pakistan punjab se taluq rakhta matric private student hon hon min min min gulberg lahore,direct,1
belong district rahim yar khan punjab pakistan metric private student,direct,0
,direct,1
mitho babar village affected flood,direct,1
affected area punjab kot addu jampur kot mithan,direct,1
mother care sanitary material required woman,direct,1
giving u ration giving favorite appeal justice,direct,1
community using unsafe water resource riversponds thatta sindh,direct,0
community using un safe water resource riversponds thatta sindh,direct,0
answer please explain thank,direct,0
please let u know female received country card watan card pleash help usthanks,direct,0
vallag subhiana ghurbi nearested aria ben damag flood govt punjb bn neglected u helpwatan cardpls listen help god bein muslimheuman thank oblidging haji sultan ahmedvallag subhiana ghurbi,direct,1
dadu still need food medicine cloth metre blanket,direct,1
dear sir great flood hit place nothing saved house,direct,1
dear sir great flood area nothing saved home field mosque animal human being,direct,1
need food medical aid saidu sharif swat,direct,1
disease assessment needed dadu,direct,1
distrct rajan pur tahsel jampur rakh azmat wala,direct,1
new flood jaffar abad damaged torus band,direct,1
new flood jaffarabad damaged torus dam,direct,1
happy eid allah team family kotly sattian raffana mubeen,direct,1
festival greeting allah team family kotly sattian raffana mubeen,direct,0
every thing damage city floodcity name dera allah yar tehsil jhat pat district jafarabad balochistan,direct,1
